"","geneset","source","zeb_p","zeb_p3","zeb_p5","mouse_p","mouse_p3","mouse_p5","human_p","human_p3","human_p5","wilk_p","wilk_p3","wilk_p5","wilk_adj","wilk_adj3","wilk_adj5"
"1","HALLMARK_MITOTIC_SPINDLE","h",0.184140129901141,0.129603775149647,1,4.88088029576546e-07,1.94217478750234e-05,1.09468424203544e-05,3.10246248700841e-08,5.8887071840111e-08,0.000301025314823465,7.14689541293398e-13,1.13159821962967e-09,2.71794164929251e-07,7.45206784706626e-09,1.17991746360786e-05,0.0028339977577173
"2","HALLMARK_UV_RESPONSE_DN","h",0.0123530975120772,0.131731185106486,0.00812259317756845,8.50808315078056e-07,2.52395109605349e-05,0.000150241570322974,2.82536409804988e-06,2.41184323409701e-05,0.000226553525368577,2.39480017516797e-11,1.91106658378247e-09,1.53956243171817e-07,2.49705814264764e-07,1.99266912690998e-05,0.00160530174755253
"3","HALLMARK_HEME_METABOLISM","h",1,0.456985912828982,0.106320455381933,3.28058146320242e-06,1.59437089212251e-05,0.000925882333051263,0.00013536795293976,2.57923120647204e-05,0.0121864494548548,5.49684869538842e-08,1.995695768603e-09,0.000441909042690223,0.000573156413468151,2.08091197792234e-05,1
"4","KEGG_ERBB_SIGNALING_PATHWAY","c2",0.0124400088823904,0.0474512503749156,0.0266981933311497,0.00119003173172626,0.000434981837315198,0.0297415220077173,1.18557787481367e-08,1.44562867781666e-08,0.00504033565607859,4.24515597992722e-06,5.6746299125246e-07,0.00210031998265639,0.0442642414027011,0.0059169366097894,1
"5","KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM","c2",0.425224063686941,0.37354772249029,0.0754326612173665,0.000529695033936506,0.00279057662185402,0.000269890327794264,3.93111851590556e-05,4.56245643716726e-06,0.318759061655772,8.41433246625095e-07,2.33184914328553e-05,0.0162118224188531,0.00877362446255987,0.243141910170382,1
"6","KEGG_ENDOCYTOSIS","c2",0.899517308738299,0.775727658938196,1,0.000673040929955431,7.10134107428274e-05,0.475780938988419,0.00706411208690215,0.000553392837412389,0.593422756303929,0.000149000016613247,9.18391951432546e-07,0.638503382061771,1,0.00957607287758716,1
"7","KEGG_WNT_SIGNALING_PATHWAY","c2",0.380859267244699,0.619557078017463,0.0754757189799303,0.000123815407340689,7.86326579241712e-05,0.0638278867462255,3.11401889690276e-05,8.06588193692196e-06,0.259862660842099,4.59869690412634e-08,1.8548312290288e-08,0.0162298448968745,0.000479506126193254,0.000193403252250833,1
"8","KEGG_AXON_GUIDANCE","c2",0.768617598370441,0.619557078017463,0.537729334756285,0.00381935803043486,0.000652644895418937,0.780314836166235,6.25978672847646e-06,2.29927432781007e-05,0.0118922327218933,4.36510575557565e-05,1.27728009641995e-06,0.556486586514551,0.455149577133873,0.0133181995653709,1
"9","KEGG_NEUROTROPHIN_SIGNALING_PATHWAY","c2",0.00322567095707188,0.0387672418383054,0.000609530554683891,0.185961175844844,0.231121777189218,0.0344559656734737,2.9521141442219e-08,1.88738954215749e-07,0.00106488577789929,3.11477334596921e-05,0.00439217061818389,3.39953003790451e-06,0.32477741678421,1,0.0354468997052303
"10","KEGG_INSULIN_SIGNALING_PATHWAY","c2",0.447229514117946,0.170065269130133,1,0.00011141168321187,0.000233270038442663,0.0043734044006708,1.1998237798837e-07,1.42493082174317e-07,0.00165330387084285,3.72349236591978e-08,1.63219345768439e-07,5.72127008644579e-05,0.000388248548994455,0.00170188811832751,0.596556831913703
"11","KEGG_MELANOGENESIS","c2",0.397509212859121,0.445204625448701,0.17300301816978,0.000448945141999845,0.00026124400109215,0.115917666594218,0.000693540882510794,6.93813223226699e-05,1,1.44232968226109e-06,2.04709625335052e-07,0.0794341568932845,0.0150391715969364,0.00213450726336858,1
"12","KEGG_PATHWAYS_IN_CANCER","c2",0.0216092639790221,0.172270503938069,0.000234310632859267,9.8489531239934e-08,4.69913019511317e-05,1.17851830778937e-07,2.75222543798669e-12,1.75835043407994e-10,1.01320085067408e-05,2.9100561380852e-14,6.6243398464499e-09,3.07970708886727e-10,3.03431553518143e-10,6.90719915789331e-05,3.2112105815619e-06
"13","KEGG_RENAL_CELL_CARCINOMA","c2",0.000250341243642884,0.00801108005159249,9.25098677435333e-05,0.011258461216651,0.0226523779650494,0.0128414109474535,1.02363196401811e-05,0.000423438279465853,0.00220359118473507,1.87980836664882e-07,0.000191503950143695,1.45460418699937e-05,0.00196007618390472,1,0.151671578578425
"14","KEGG_GLIOMA","c2",3.90250962424342e-05,0.00243065508636462,3.86429235925405e-06,0.00418286282042851,0.00868994621611913,0.00764917770226545,1.56779919942408e-05,3.84265489712944e-06,0.157072630003438,4.56875554301802e-09,1.76955314170363e-05,0.000174634653018985,4.76384140470489e-05,0.184511306085437,1
"15","KEGG_NON_SMALL_CELL_LUNG_CANCER","c2",0.0063610885490588,0.0830866564618426,0.00359645558354036,0.00352889071261729,0.000715759039767778,0.157814796047495,0.00044664417800939,0.000156975189200554,0.443476384412833,3.72713179410449e-05,1.53619962656472e-06,0.0668556136391865,0.388628032171276,0.0160179535061903,1
"16","KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS","c2",0.000342796251042967,0.00354487000824156,0.118696434555257,0.203002921613378,0.377083838153745,0.528136089069655,1.49361907353149e-07,6.72578389613227e-06,0.00690609644685777,3.52447245713087e-07,3.76092197200402e-05,0.0389219397294042,0.00367496743105036,0.392151334020859,1
"17","BIOCARTA_CARM_ER_PATHWAY","c2",0.0506047809703358,0.442302516538362,0.0220341052323832,4.74319018293266e-05,0.000318504317485341,0.000329198697024677,0.00425064408994833,0.000551268351242316,1,5.40503244744105e-05,9.11355327873919e-07,0.00143511018496301,0.563582733294679,0.00950270200374135,1
"18","BIOCARTA_CCR3_PATHWAY","c2",0.333801538615965,0.45049737748181,0.446137591393018,0.00123236944630734,0.0155930975136946,0.000965062653541973,0.000476506144886447,0.0157481152083699,0.00271188482832324,4.55246007270374e-06,0.000736198234039321,2.20230698322848e-05,0.0474685011780819,1,0.229634549141234
"19","BIOCARTA_SHH_PATHWAY","c2",1,1,1,0.00177929664659496,0.283979391417907,4.33726359836193e-05,0.00109531384955038,0.0117629072868783,0.000249466473184924,9.48642353149902e-06,0.196130248761343,1.86669513375857e-07,0.0989149381629403,1,0.00194640301597006
"20","PID_ERBB4_PATHWAY","c2",0.00217270655389152,0.000316885059554142,1,0.139401855100398,0.0945061754927648,0.433310819453349,0.000456724512462575,0.000778442426697868,0.124368965213231,1.41414481172029e-05,1.81697440546909e-06,0.400559422345522,0.147452879518075,0.0189455921258262,1
"21","PID_RHOA_REG_PATHWAY","c2",0.797286482829749,0.770066770021249,0.619515092603498,1.10030246471066e-05,0.00173504892579605,2.75815134489089e-06,5.98215847191988e-05,4.45509298150248e-05,0.0211041516820087,1.07354378372707e-08,9.02073796027724e-06,0.00131735670024733,0.000111938410329222,0.0940592347118108,1
"22","PID_MAPK_TRK_PATHWAY","c2",0.000308142847666636,0.000798464740327634,0.0986129229519069,0.127698860189629,0.152156069559817,0.254146963482431,1.9932601154495e-05,2.34005595613896e-06,0.24417284239959,2.84797526135988e-07,1.9116197087301e-06,0.149745777079285,0.00296958380501995,0.0199324587029287,1
"23","REACTOME_SIGNALING_BY_RHO_GTPASES","c2",0.494940276261469,1,0.0634579173891914,1.55439031652322e-05,1.12176155934997e-05,0.0232895061232301,5.28901673867824e-16,1.54617689157295e-10,1.9866165895738e-13,7.24831265614504e-10,3.77501875675518e-10,0.00160193877912381,7.55781560656243e-06,3.93621205766862e-06,1
"24","REACTOME_SIGNALING_BY_WNT","c2",0.237236624095916,0.184185844508362,1,1.99293870630492e-05,3.8547120417457e-06,0.102530863325962,0.000967042919489629,0.000533718767060046,0.0613798407217756,2.80370732146713e-06,8.54263101246483e-07,0.029382006420317,0.0292342562409378,0.00890740135669708,1
"25","REACTOME_DAG_AND_IP3_SIGNALING","c2",0.345797490587129,1,0.127428680855306,0.000303205180813332,7.93469914691383e-05,0.588522700742238,8.93591973837655e-06,3.86655008714633e-05,0.00707868040469227,2.75744395660911e-07,1.88868360370134e-08,0.0445758147642597,0.00287518681355632,0.000196933039357938,1
"26","REACTOME_CELL_CYCLE","c2",0.643896711628857,0.675375431060357,0.850476659386759,7.47318936403383e-06,4.75757645969755e-06,0.0027130354532506,5.94175735330093e-05,0.000798622320609992,0.00103495029699469,1.05909245923391e-08,1.91237411411315e-06,2.20417451838756e-05,0.00011043157072432,0.0199403248878578,0.229829277032271
"27","REACTOME_GENERIC_TRANSCRIPTION_PATHWAY","c2",0.150838373971109,0.103497278091206,0.768469837799196,2.33430189806416e-08,5.37443288791518e-07,6.55245246965667e-06,9.44123568669015e-17,7.98408039876069e-17,2.64520618975896e-08,1.63468957995272e-15,8.66535555525206e-13,1.2880333744704e-10,1.7044908250167e-11,9.03536623746132e-09,1.34303239956029e-06
"28","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES","c2",0.53344370983094,0.474017961143311,0.00835844710163212,4.75136625252949e-08,2.49851676094536e-07,0.000251822036336899,6.6416439794834e-10,1.01864371987186e-09,0.000174632355510271,6.7726441651741e-15,1.87277548947335e-13,1.90211075699139e-07,7.06183607102703e-11,1.95274300287386e-09,0.00198333088631493
"29","REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK","c2",0.301574635480965,1,0.0674975093569548,0.000359272454162123,0.00273842705785451,0.00417143090789691,0.000787612035642204,0.000920840845571296,0.00708620788927742,1.86002099303468e-06,2.24558774190246e-05,0.000149931368213758,0.0193944388943726,0.234147433848169,1
"30","REACTOME_NEURONAL_SYSTEM","c2",0.0511420822926524,0.412519741578374,0.00944979650545469,2.45781220736642e-10,1.97603699802352e-09,4.99967470723096e-05,3.22961049932767e-12,5.27395898986887e-12,3.22309168988226e-05,1.81225225370687e-19,1.17141666372417e-17,7.49877420222822e-09,1.88963542494015e-15,1.22143615526519e-13,7.81897186066336e-05
"31","REACTOME_CELL_CYCLE_MITOTIC","c2",0.828039830029088,0.90201718758263,0.380328704055197,0.000373363661794499,8.10393857145642e-05,0.130381484701908,0.000118381963005654,0.00187503903253977,0.000687422061682237,4.18097177740308e-07,1.05341297035332e-05,0.0465651984855623,0.0043594992722982,0.109839370418741,1
"32","REACTOME_CA_DEPENDENT_EVENTS","c2",0.100052810183217,0.117020710504879,0.415598799735515,1.63618577770265e-05,3.49625080945729e-06,0.511933060589723,1.6996774181082e-06,2.33086930523704e-06,0.018117680564434,8.03122409268278e-10,3.66712236931627e-11,0.374600674071498,8.37415736144033e-06,3.82370849448608e-07,1
"33","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION","c2",0.181577722731276,0.361605968626073,0.590436543130113,2.02390826546696e-10,1.09518122407482e-09,0.00090438946203784,1.36228292139257e-25,2.30300051859198e-21,1.27423026745986e-12,1.22886139994183e-19,3.59826573807092e-18,2.4522814601368e-06,1.28133378171935e-15,3.75191168508655e-14,0.0255699387848464
"34","REACTOME_MITOTIC_PROMETAPHASE","c2",0.838195545432869,1,0.663822227943235,0.0141014407156105,0.00120062642536696,0.824652561677662,5.30075955097712e-06,3.44360320024431e-05,0.00467283473461096,0.000590943730020003,4.32105002472732e-06,0.736940110972264,1,0.0450555886078318,1
"35","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM","c2",0.551347254102717,0.417601275282703,1,0.000108884225631696,0.00019229212921619,0.000557259971311676,1.41745807837137e-06,6.28346815624093e-07,0.006062759370183,3.55647419605712e-08,1.10914568386818e-07,0.000109825455229292,0.000370833564422876,0.00115650620456935,1
"36","NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_DN","c2",0.941221435918671,0.802198602261882,0.881157756645183,2.45452297867571e-07,5.84080840969629e-07,0.000530579587062939,2.94864287587639e-14,4.08973898762578e-13,3.82758264124688e-06,1.80740462009966e-13,1.02345088784451e-12,8.44245362718982e-07,1.88458079737791e-09,1.06715224075547e-08,0.00880294639707083
"37","LIU_PROSTATE_CANCER_DN","c2",0.673938743579816,0.103329306060877,0.00613990611509136,2.98398586469061e-05,0.000328631617335545,0.00145459111194479,2.88321673111834e-08,3.99140157766823e-06,3.86087517978241e-08,2.67119835235739e-09,3.23925236136593e-07,6.34135055839431e-06,2.78525852200305e-05,0.00337756843719625,0.0661212622723775
"38","LIU_SOX4_TARGETS_DN","c2",0.919877610843169,0.820007908333511,0.536117339238434,6.39952535693042e-06,1.34403505842852e-05,0.00432252502382204,2.07353012114497e-07,1.89646032582437e-07,0.000514815368658985,1.22861250210626e-10,5.41924215674345e-10,5.58911417053842e-05,1.2810742559462e-06,5.6506437968364e-06,0.582776934562041
"39","ONKEN_UVEAL_MELANOMA_UP","c2",0.469091871945706,0.295483752192856,0.286156370338519,3.72829439041883e-08,1.53577936191317e-07,0.000175469593140036,1.49730413206905e-19,2.225515712041e-15,1.69275605851549e-13,4.17005361484065e-15,7.07585402097181e-14,9.23579290806989e-08,4.34811490419434e-11,7.3779929876673e-10,0.000963016126524448
"40","ONKEN_UVEAL_MELANOMA_DN","c2",0.691480344759515,0.588904034560205,0.519892469521697,0.000124881854540902,0.0312815723045954,2.98309531700089e-07,1.60824922804899e-15,2.78463409175721e-13,3.10360629456729e-09,4.67825375963966e-08,0.00287438996035576,2.66965677017097e-13,0.000487801519517628,1,2.78365111425727e-09
"41","BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN","c2",0.213872716446655,0.344986189476057,0.261801807222279,2.20901482479759e-06,1.05203410920748e-06,0.21856268146822,2.21818703535222e-05,8.55269377569469e-06,0.0586541540072601,1.47608428861172e-09,2.19444461227768e-10,0.122427613464411,1.53911308773544e-05,2.28814739722193e-06,1
"42","SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP","c2",0.437703404187182,0.696890984897434,0.727272272048632,0.0468170326646296,0.716042672231625,8.7246655769784e-05,0.000720846052580087,0.00332474933581795,0.000381395042999898,0.00637027326334946,0.780071101904201,4.36275579366787e-07,1,1,0.00454904546605749
"43","DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP","c2",0.137323312628369,0.392747234882574,0.0205028478918049,0.00153826203933863,0.000608093410985553,0.191174642324414,0.0015573977209284,0.000974577313175445,0.0464875603366092,7.26890808554769e-06,2.84755150917375e-06,0.00628235189095257,0.0757929046080058,0.0296914195861547,1
"44","CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN","c2",0.204490370158586,0.826775967723066,0.230288884801003,0.00011317428347808,6.08489965287272e-05,0.0357177060016379,1.04841671544569e-06,8.64038019333192e-07,0.0019306328636228,3.84223561551712e-08,1.1107350536624e-08,0.00373612951616281,0.00040062990762997,0.000115816344045379,1
"45","DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP","c2",1,0.82297560425187,0.544585014936435,6.28931902497968e-07,0.00141359036819722,1.49711026363134e-08,1.28504170245307e-12,8.01372184236161e-11,6.10607674228692e-07,1.1866655163844e-12,5.98906380796551e-06,1.11852474016087e-12,1.23733613393401e-08,0.0624479683256563,1.16628574656574e-08
"46","DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP","c2",0.38318318443027,0.535619607596206,0.113917853924847,4.83938145157285e-07,8.64347002842757e-06,7.91219469878426e-05,9.5959684643186e-10,9.20766765669968e-07,3.58912087028574e-07,7.0258815834194e-13,2.24127430897047e-10,1.87798568339615e-08,7.32588672703141e-09,2.33697672196351e-06,0.000195817567207716
"47","SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP","c2",0.933000056832427,0.775390645391719,0.731318648899526,6.53763349395578e-05,6.75647756810095e-06,0.171702303113342,4.055071756015e-10,1.41628185092889e-08,3.69955010175618e-05,1.28216366649555e-08,1.36949350518499e-10,0.0783208976648271,0.000133691205505491,1.42797087785639e-06,1
"48","TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN","c2",0.0957678139824714,0.192968330612869,0.445896331638618,1.05532508017717e-05,3.53573834105124e-05,0.00510698443110848,0.000798948657660749,0.00500424695925797,0.0191526656292013,1.9139369045851e-06,7.48768253025862e-05,0.00108642246426827,0.0199566201041089,0.780740657430066,1
"49","ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP","c2",0.863054578224295,0.49508451963945,0.859757684784029,2.62130870072592e-07,6.73467328867941e-06,4.35846200408215e-05,2.55984913706355e-10,2.34757760043047e-08,0.000284364389493771,2.06137743111658e-13,1.36066862002439e-10,2.42543328860948e-07,2.14939824742526e-09,1.41876917009943e-06,0.0025289992900331
"50","THUM_SYSTOLIC_HEART_FAILURE_DN","c2",0.0435661081303815,0.159198448194464,0.0331730060744333,8.87180544452323e-07,1.6569179292775e-07,0.241715229778373,6.0501055548694e-10,9.80318135214593e-11,4.82722413725355e-05,2.3612665587835e-12,8.2361301633108e-14,0.00322833463763814,2.46209264084355e-08,8.58781292128417e-10,1
"51","DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_UP","c2",0.324792497787081,0.953316624941677,0.171893518203959,2.00244038835829e-08,2.95278802807434e-07,8.57380486427512e-05,4.06473622221828e-27,8.35315931698483e-19,5.22674305333758e-17,1.20293023661991e-15,2.6156866267171e-13,2.20517784321826e-08,1.25429535772358e-11,2.72737644567791e-09,0.000229933893712368
"52","DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN","c2",0.0644536863325918,0.296914008436852,0.0985590267540961,0.000417784174457906,0.00164944215567637,0.0054505124997684,1.10756317630236e-06,5.80939911796462e-06,0.000399066499156548,5.23485006161029e-07,8.15300313407354e-06,8.88004109366594e-05,0.00545837815924105,0.0850113636789848,0.925921884836547
"53","CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP","c2",0.16559796019261,0.24929829413264,0.340598283306357,7.24780546876292e-11,2.0325432869812e-11,0.00157941288074635,5.74540072295324e-05,5.73238978926487e-07,0.499741329750662,9.90250953309546e-09,9.8580840414603e-13,0.268997871840574,0.000103253466901586,1.02790242300307e-08,1
"54","CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN","c2",0.934552975833869,1,0.740240127011866,1.40874372823417e-06,5.61291110310805e-05,0.000122729864221462,3.95092380175249e-10,1.64284791634066e-08,7.63547108291895e-08,5.95367108404757e-12,9.4510776484596e-09,4.51841614489458e-08,6.2078928393364e-08,9.85463866404883e-05,0.000471135251428158
"55","CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP","c2",0.385550775649484,0.201473403226627,0.858574443039961,2.94303768240208e-10,4.70074984296004e-09,8.16417884556425e-05,0.000176661984836962,0.000366886350226307,0.000502354742130249,9.36173436104059e-08,4.03718012036948e-07,7.56827312048507e-07,0.000976148041825702,0.00420956771150926,0.00789143838272978
"56","CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN","c2",0.558816078478496,0.394362285257351,1,2.04047070726288e-07,3.24242497319878e-05,1.22903284569573e-06,9.77921248736963e-12,9.99426626735976e-11,1.15847287647491e-06,1.24905604224853e-13,3.1539277347462e-09,4.53156149443519e-12,1.30239073525254e-09,3.28860044901986e-05,4.72505917024757e-08
"57","DOANE_RESPONSE_TO_ANDROGEN_DN","c2",0.41303965031154,0.0609222260364818,0.150551618635889,0.000658289165894679,0.00690383923929481,0.0178485893869867,7.15063408565194e-05,0.00025739193555528,0.00665966283257862,1.29946334565823e-06,0.000142330873398644,0.000944344302570923,0.0135495043051784,1,1
"58","BASAKI_YBX1_TARGETS_DN","c2",0.381799167739175,0.510921888785596,0.844700895489725,8.96009927970412e-06,4.6983140396311e-05,0.0011789788894418,2.76938384579259e-10,3.63871756595748e-09,0.000247013833406372,2.40848698612369e-10,6.62203902187547e-09,4.16669612463438e-06,2.51132938043117e-06,6.90480008810955e-05,0.0434461404915627
"59","WANG_LMO4_TARGETS_UP","c2",0.626994554164379,0.826772854153843,1,5.30040945868191e-06,0.000157199953017978,6.41928255770605e-05,5.98396021727934e-07,1.192878924449e-05,8.69363315617474e-05,8.42827234660384e-11,7.41277062910336e-08,2.26724631195652e-08,8.78815957580383e-07,0.000772929593496607,0.000236405772947706
"60","WANG_CLIM2_TARGETS_UP","c2",0.814731292639897,0.598291745324429,1,3.93367987283669e-05,6.44766046036142e-05,0.0580846556465272,1.2742970231932e-08,2.5078933255562e-08,0.00038157285655726,4.64202946434312e-09,1.24711615351548e-08,0.00972954647997474,4.84024412247057e-05,0.000130036801327059,1
"61","OSMAN_BLADDER_CANCER_UP","c2",0.661853847841559,0.69176535587519,1,5.04267492826615e-05,6.46751124534584e-05,0.0131131307177036,7.9750583442715e-18,1.17968581429885e-14,1.80459006985662e-09,7.62831467362004e-09,1.25480694574051e-08,0.000511352875927547,7.95404371018362e-05,0.000130838720232363,1
"62","OSMAN_BLADDER_CANCER_DN","c2",0.512176053593586,0.830811690610494,0.0368124215361045,7.0032821440106e-06,0.000138271361639163,6.66244271871169e-05,5.67324192682112e-11,1.32224066854279e-10,0.000112518498042457,1.47137195400451e-10,5.73516211367666e-08,3.79783881440153e-08,1.5341995364405e-06,0.000598005353593065,0.000396000653177647
"63","GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_UP","c2",0.137888585430124,0.0292457020689661,1,0.000529695033936506,0.000170392691963045,0.0503515911912583,0.000378745470801218,0.000147151431215914,0.0504945544866999,8.41433246625095e-07,8.70911141730404e-08,0.00739160816396795,0.00877362446255987,0.000908099047482292,1
"64","MULLIGHAN_NPM1_MUTATED_SIGNATURE_1_UP","c2",0.529101834761106,1,0.0843390379941637,0.000872099767104485,0.00116302370443374,0.0217471243249644,3.29566977209824e-08,1.08099961380723e-07,0.00210407230420143,2.28034744643515e-06,4.05472614335515e-06,0.00139824219163138,0.0237771828239793,0.0422786294967641,1
"65","MULLIGHAN_MLL_SIGNATURE_2_DN","c2",0.829333466278814,0.627018918246185,0.184283330146231,5.01722219195678e-06,7.05408781962749e-05,0.00262515083109639,0.000807023329076755,0.0551976577789738,3.28228929361302e-06,1.95280875397552e-06,0.00880399387608411,2.06380686404867e-05,0.0203619368777028,1,0.215193141714355
"66","UDAYAKUMAR_MED1_TARGETS_DN","c2",1,0.605872161729597,0.637530085981909,0.00124211159260646,0.0233613782160023,4.54660247366512e-06,0.022206957507449,0.23884204194747,0.000222425389664479,0.00145754420913664,0.143886825564935,1.48397153775573e-07,1,1,0.00154733712241789
"67","SENESE_HDAC1_TARGETS_UP","c2",0.20225580009597,0.1026043859305,0.600699938209098,1.59913978348759e-05,3.12331134001986e-07,0.053816650751418,2.3415943594953e-07,7.17592059560268e-06,2.95941773832324e-06,7.67166235345649e-10,1.54480770151822e-10,0.00837696469318996,7.99924233594908e-06,1.61077099037305e-06,1
"68","SENESE_HDAC1_TARGETS_DN","c2",0.647348285126352,0.303405928503398,0.636802497619849,6.44077240507922e-05,0.000524237165607059,0.00071062741666867,2.54268325980289e-08,4.4332306507632e-07,3.84767738358968e-06,1.24445303800114e-08,8.24185670866397e-07,1.51425625460165e-06,0.000129759118272379,0.00859378399012393,0.0157891499667314
"69","SENESE_HDAC1_AND_HDAC2_TARGETS_DN","c2",0.710449034247266,0.483401439223739,0.801780502940286,0.000898644427204123,0.015760508250938,0.000664808644909313,3.36254661059222e-05,0.000188182574653714,0.000553208908873886,2.42123399780093e-06,0.000737351241578336,1.32532395137441e-06,0.0252462068950703,1,0.013819152840981
"70","SENESE_HDAC3_TARGETS_UP","c2",0.212090726734071,0.186677923529581,0.307171206767356,2.89254639378967e-08,5.81644505567665e-10,0.0654278356626192,2.87400356689531e-08,7.57417834247345e-08,0.000841476391821766,2.51004734366482e-15,1.72104524000445e-14,0.0122822378609036,2.61722636523931e-11,1.79453387175264e-10,1
"71","SENESE_HDAC3_TARGETS_DN","c2",0.0492400129749964,0.179626400389984,0.0364021585908588,3.54213008241835e-12,7.02298013343679e-12,0.000115945544968408,3.36482888686354e-15,2.82867943982342e-13,9.27254421902075e-08,3.76400565622304e-23,1.47966749863251e-22,4.03269907964813e-08,3.92472869774376e-19,1.54284930082412e-18,0.00042048953303491
"72","HUMMEL_BURKITTS_LYMPHOMA_UP","c2",0.580792517500942,0.522328489228257,0.568805891883905,0.000719937829293542,0.0125480733588405,0.000843574058124744,4.08990386778637e-06,5.29760397280283e-05,8.80935661691409e-06,1.55418513150276e-06,0.000468410942731824,2.13365097101894e-06,0.0162054883661793,1,0.0222475786748145
"73","TIEN_INTESTINE_PROBIOTICS_24HR_UP","c2",0.518196822391594,0.141286043758342,0.188972206668517,2.7403807650116e-05,1.64266950488014e-05,0.0684342274310357,6.221625593971e-07,4.6057400668111e-05,0.000251365589831699,2.25286486237149e-09,6.3636570672401e-09,0.0134087421528389,2.34906219199475e-05,6.63538522401126e-05,1
"74","ZHOU_INFLAMMATORY_RESPONSE_FIMA_DN","c2",0.586691144164001,0.902871259873825,0.502919866098557,0.00025051191904529,0.00028150385287843,0.0569252467568058,1.9077638532497e-06,2.27198211071656e-06,0.00137854430013696,1.88237222388259e-07,2.37688642337562e-07,0.00935252048441575,0.00196274951784238,0.00247837947365376,1
"75","KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_UP","c2",0.382321949660926,0.578207698228188,0.740056940043025,2.93087307105651e-14,1.2776037919998e-12,3.02156704221223e-06,3.30918850079723e-20,6.6006683999628e-15,7.57439344408119e-13,2.5770050875932e-27,4.89681434799261e-24,2.73895469987367e-11,2.68704320483343e-23,5.10590832065189e-20,2.85590806555827e-07
"76","KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_DN","c2",0.185072867847028,0.332947268529122,0.121923986862042,8.91886281669254e-05,0.000157199953017978,0.00588153130130301,7.08631288334898e-12,3.89782676582403e-09,8.72303836006892e-08,2.38624152611385e-08,7.41277062910336e-08,0.000103370318654944,0.000248813403927891,0.000772929593496607,1
"77","KIM_WT1_TARGETS_UP","c2",0.163825109423578,0.113918048001024,0.440932276621339,3.05102190731799e-05,0.00160470539666705,1.25817429758406e-06,1.70321337217609e-07,0.000144109274322514,1.50001488573811e-06,2.79256360137343e-09,7.71697374262464e-06,6.75012722210675e-12,2.91180606715207e-05,0.0804648852143471,7.03835765449071e-08
"78","KIM_WT1_TARGETS_12HR_UP","c2",0.114075722747869,0.0521466965737712,1,8.89558611745895e-07,6.45789154114644e-05,0.000118267740453424,0.000157010378938899,0.0484572416201319,1.05004031275895e-06,7.39490359625253e-08,0.00681674748481695,4.19584668129756e-08,0.000771066597981251,1,0.000437500933458897
"79","ELVIDGE_HYPOXIA_DN","c2",0.655048686839792,0.178699486078577,0.532822596619765,0.000557926406876324,0.00195803643860713,0.00100496825991263,7.15902271727766e-09,1.17298685697415e-05,1.86362268217261e-08,9.3349828171314e-07,1.14867062267182e-05,3.02785365238906e-06,0.00973358658342291,0.11977188582599,0.0315714300334608
"80","JAATINEN_HEMATOPOIETIC_STEM_CELL_UP","c2",0.917407466837313,0.414078579210285,0.669624740514492,0.000175777365937322,0.00096881104820706,0.0212629792866116,0.000119446471195846,0.00400674847583175,0.000279969890180746,9.26821849011457e-08,4.80334510984395e-05,0.0013371162709407,0.000966397141964246,0.500844794603428,1
"81","BIDUS_METASTASIS_UP","c2",0.0713069588110399,0.0787051888202849,0.191625663667085,0.000750953382280266,0.0017191885458609,0.0201439159687691,4.31651502485253e-07,1.32432546733674e-05,0.000170954206957624,1.69094597531736e-06,8.85666526949925e-06,0.00120098416196719,0.0176314936846341,0.0923484487650687,1
