Id	text	size	colour
ENSDARG00000001498	NA	1	NA
ENSDARG00000087659	NA	1	NA
ENSDARG00000024299	NA	1	NA
ENSDARG00000088878	NA	1	NA
ENSDARG00000114894	NA	1	NA
ENSDARG00000058566	NA	1	NA
ENSDARG00000077205	NA	1	NA
ENSDARG00000075834	NA	1	NA
ENSDARG00000111465	NA	1	NA
ENSDARG00000087290	NA	1	NA
ENSDARG00000070786	NA	1	NA
ENSDARG00000100294	NA	1	NA
ENSDARG00000102062	NA	1	NA
ENSDARG00000096575	NA	1	NA
ENSDARG00000042969	NA	1	NA
ENSDARG00000090116	NA	1	NA
ENSDARG00000113626	NA	1	NA
ENSDARG00000092327	NA	1	NA
ENSDARG00000095635	NA	1	NA
ENSDARG00000095497	NA	1	NA
ENSDARG00000071589	NA	1	NA
ENSDARG00000109604	NA	1	NA
ENSDARG00000102027	NA	1	NA
ENSDARG00000097863	NA	1	NA
ENSDARG00000087839	NA	1	NA
ENSDARG00000079263	NA	1	NA
ENSDARG00000070939	NA	1	NA
ENSDARG00000100214	NA	1	NA
ENSDARG00000110323	NA	1	NA
ENSDARG00000100653	NA	1	NA
ENSDARG00000096689	NA	1	NA
ENSDARG00000092507	NA	1	NA
ENSDARG00000089230	NA	1	NA
ENSDARG00000012642	NA	1	NA
ENSDARG00000096856	NA	1	NA
ENSDARG00000096941	NA	1	NA
ENSDARG00000074544	NA	1	NA
ENSDARG00000095708	NA	1	NA
ENSDARG00000097481	NA	1	NA
ENSDARG00000101029	NA	1	NA
ENSDARG00000113141	NA	1	NA
ENSDARG00000089598	NA	1	NA
ENSDARG00000105781	NA	1	NA
ENSDARG00000091869	NA	1	NA
ENSDARG00000095030	NA	1	NA
ENSDARG00000105728	NA	1	NA
ENSDARG00000074298	NA	1	NA
ENSDARG00000098021	NA	1	NA
ENSDARG00000098362	NA	1	NA
ENSDARG00000088367	NA	1	NA
ENSDARG00000086631	NA	1	NA
ENSDARG00000104163	NA	1	NA
ENSDARG00000101134	NA	1	NA
ENSDARG00000112606	NA	1	NA
ENSDARG00000105784	NA	1	NA
ENSDARG00000114646	NA	1	NA
ENSDARG00000090942	NA	1	NA
ENSDARG00000043126	NA	1	NA
ENSDARG00000101562	NA	1	NA
ENSDARG00000114783	NA	1	NA
ENSDARG00000060687	NA	1	NA
ENSDARG00000103787	NA	1	NA
ENSDARG00000091001	NA	1	NA
ENSDARG00000070677	NA	1	NA
ENSDARG00000060006	NA	1	NA
ENSDARG00000013245	NA	1	NA
ENSDARG00000029751	NA	1	NA
ENSDARG00000012591	NA	1	NA
ENSDARG00000035054	NA	1	NA
ENSDARG00000090818	NA	1	NA
ENSDARG00000059311	NA	1	NA
ENSDARG00000011141	NA	1	NA
ENSDARG00000103490	NA	1	NA
ENSDARG00000070536	NA	1	NA
ENSDARG00000099002	NA	1	NA
ENSDARG00000002587	NA	1	NA
ENSDARG00000032083	NA	1	NA
ENSDARG00000038974	NA	1	NA
ENSDARG00000075599	NA	1	NA
ENSDARG00000010792	NA	1	NA
ENSDARG00000073870	NA	1	NA
ENSDARG00000015611	NA	1	NA
ENSDARG00000079366	NA	1	NA
ENSDARG00000071709	NA	1	NA
ENSDARG00000098226	NA	1	NA
ENSDARG00000058369	NA	1	NA
ENSDARG00000043554	NA	1	NA
ENSDARG00000061268	NA	1	NA
ENSDARG00000102406	NA	1	NA
ENSDARG00000115956	NA	1	NA
ENSDARG00000098631	NA	1	NA
ENSDARG00000092644	NA	1	NA
ENSDARG00000036505	NA	1	NA
ENSDARG00000090338	NA	1	NA
ENSDARG00000074317	NA	1	NA
ENSDARG00000062248	NA	1	NA
ENSDARG00000031463	NA	1	NA
ENSDARG00000076730	NA	1	NA
ENSDARG00000070056	NA	1	NA
ENSDARG00000075694	NA	1	NA
ENSDARG00000114329	NA	1	NA
ENSDARG00000068683	NA	1	NA
ENSDARG00000002190	NA	1	NA
ENSDARG00000101057	NA	1	NA
ENSDARG00000011821	NA	1	NA
ENSDARG00000099329	NA	1	NA
ENSDARG00000014004	NA	1	NA
ENSDARG00000069484	NA	1	NA
ENSDARG00000034117	NA	1	NA
ENSDARG00000054003	NA	1	NA
ENSDARG00000056680	NA	1	NA
ENSDARG00000102206	NA	1	NA
ENSDARG00000005476	NA	1	NA
ENSDARG00000059360	NA	1	NA
ENSDARG00000100815	NA	1	NA
ENSDARG00000025397	NA	1	NA
ENSDARG00000057484	NA	1	NA
ENSDARG00000103893	NA	1	NA
ENSDARG00000103409	NA	1	NA
ENSDARG00000003303	NA	1	NA
ENSDARG00000058476	NA	1	NA
ENSDARG00000036865	NA	1	NA
ENSDARG00000001953	NA	1	NA
ENSDARG00000004757	NA	1	NA
ENSDARG00000053298	NA	1	NA
ENSDARG00000039095	NA	1	NA
ENSDARG00000013830	NA	1	NA
ENSDARG00000053804	NA	1	NA
ENSDARG00000030265	NA	1	NA
ENSDARG00000033662	NA	1	NA
ENSDARG00000055284	NA	1	NA
ENSDARG00000063730	NA	1	NA
ENSDARG00000059244	NA	1	NA
ENSDARG00000056664	NA	1	NA
ENSDARG00000026599	NA	1	NA
ENSDARG00000038868	NA	1	NA
ENSDARG00000052455	NA	1	NA
ENSDARG00000052558	NA	1	NA
ENSDARG00000052139	NA	1	NA
ENSDARG00000104329	NA	1	NA
ENSDARG00000043130	NA	1	NA
ENSDARG00000103554	NA	1	NA
ENSDARG00000052094	NA	1	NA
ENSDARG00000102128	NA	1	NA
ENSDARG00000021082	NA	1	NA
ENSDARG00000035873	NA	1	NA
ENSDARG00000098911	NA	1	NA
ENSDARG00000102725	NA	1	NA
ENSDARG00000077608	NA	1	NA
ENSDARG00000078448	NA	1	NA
ENSDARG00000060349	NA	1	NA
ENSDARG00000008494	NA	1	NA
ENSDARG00000033738	NA	1	NA
ENSDARG00000024209	NA	1	NA
ENSDARG00000004771	NA	1	NA
ENSDARG00000037100	NA	1	NA
ENSDARG00000044626	NA	1	NA
ENSDARG00000061603	NA	1	NA
ENSDARG00000003046	NA	1	NA
ENSDARG00000108781	NA	1	NA
ENSDARG00000024184	NA	1	NA
ENSDARG00000052419	NA	1	NA
ENSDARG00000009014	NA	1	NA
ENSDARG00000026165	NA	1	NA
ENSDARG00000078652	NA	1	NA
ENSDARG00000068323	NA	1	NA
ENSDARG00000052567	NA	1	NA
ENSDARG00000026834	NA	1	NA
ENSDARG00000077901	NA	1	NA
ENSDARG00000102861	NA	1	NA
ENSDARG00000035630	NA	1	NA
ENSDARG00000069106	NA	1	NA
ENSDARG00000056801	NA	1	NA
ENSDARG00000070453	NA	1	NA
ENSDARG00000035253	NA	1	NA
ENSDARG00000004059	NA	1	NA
ENSDARG00000017741	NA	1	NA
ENSDARG00000068886	NA	1	NA
ENSDARG00000102333	NA	1	NA
ENSDARG00000055054	NA	1	NA
ENSDARG00000012060	NA	1	NA
ENSDARG00000077641	NA	1	NA
ENSDARG00000031015	NA	1	NA
ENSDARG00000031809	NA	1	NA
ENSDARG00000102995	NA	1	NA
ENSDARG00000060929	NA	1	NA
ENSDARG00000075183	NA	1	NA
ENSDARG00000002249	NA	1	NA
ENSDARG00000022895	NA	1	NA
ENSDARG00000056603	NA	1	NA
ENSDARG00000028793	NA	1	NA
ENSDARG00000106062	NA	1	NA
ENSDARG00000022712	NA	1	NA
ENSDARG00000027589	NA	1	NA
ENSDARG00000060004	NA	1	NA
ENSDARG00000060354	NA	1	NA
ENSDARG00000019233	NA	1	NA
ENSDARG00000013615	NA	1	NA
ENSDARG00000061233	NA	1	NA
ENSDARG00000045944	NA	1	NA
ENSDARG00000039647	NA	1	NA
ENSDARG00000058822	NA	1	NA
ENSDARG00000015293	NA	1	NA
ENSDARG00000003860	NA	1	NA
ENSDARG00000098771	NA	1	NA
ENSDARG00000087327	NA	1	NA
ENSDARG00000053583	NA	1	NA
ENSDARG00000068812	NA	1	NA
ENSDARG00000017809	NA	1	NA
ENSDARG00000007523	NA	1	NA
ENSDARG00000075560	NA	1	NA
ENSDARG00000079312	NA	1	NA
ENSDARG00000037060	NA	1	NA
ENSDARG00000035549	NA	1	NA
ENSDARG00000011490	NA	1	NA
ENSDARG00000013880	NA	1	NA
ENSDARG00000099084	NA	1	NA
ENSDARG00000044153	NA	1	NA
ENSDARG00000031930	NA	1	NA
ENSDARG00000076014	NA	1	NA
ENSDARG00000009941	NA	1	NA
ENSDARG00000101949	NA	1	NA
ENSDARG00000058560	NA	1	NA
ENSDARG00000068457	NA	1	NA
ENSDARG00000030270	NA	1	NA
ENSDARG00000098670	NA	1	NA
ENSDARG00000039125	NA	1	NA
ENSDARG00000063215	NA	1	NA
ENSDARG00000017058	NA	1	NA
ENSDARG00000003526	NA	1	NA
ENSDARG00000038901	NA	1	NA
ENSDARG00000070913	NA	1	NA
ENSDARG00000011582	NA	1	NA
ENSDARG00000018688	NA	1	NA
ENSDARG00000015536	NA	1	NA
ENSDARG00000052059	NA	1	NA
ENSDARG00000074160	NA	1	NA
ENSDARG00000076960	NA	1	NA
ENSDARG00000006891	NA	1	NA
ENSDARG00000054696	NA	1	NA
ENSDARG00000093985	NA	1	NA
ENSDARG00000079860	NA	1	NA
ENSDARG00000018971	NA	1	NA
ENSDARG00000004396	NA	1	NA
ENSDARG00000035400	NA	1	NA
ENSDARG00000010280	NA	1	NA
ENSDARG00000104358	NA	1	NA
ENSDARG00000115906	NA	1	NA
ENSDARG00000011170	NA	1	NA
ENSDARG00000022904	NA	1	NA
ENSDARG00000023933	NA	1	NA
ENSDARG00000036055	NA	1	NA
ENSDARG00000054213	NA	1	NA
ENSDARG00000040614	NA	1	NA
ENSDARG00000006044	NA	1	NA
ENSDARG00000102715	NA	1	NA
ENSDARG00000063089	NA	1	NA
ENSDARG00000057394	NA	1	NA
ENSDARG00000037038	NA	1	NA
ENSDARG00000038442	NA	1	NA
ENSDARG00000033978	NA	1	NA
ENSDARG00000037593	NA	1	NA
ENSDARG00000020982	NA	1	NA
ENSDARG00000075536	NA	1	NA
ENSDARG00000011079	NA	1	NA
ENSDARG00000045893	NA	1	NA
ENSDARG00000105225	NA	1	NA
ENSDARG00000053542	NA	1	NA
ENSDARG00000069843	NA	1	NA
ENSDARG00000097897	NA	1	NA
ENSDARG00000101215	NA	1	NA
ENSDARG00000061759	NA	1	NA
ENSDARG00000035735	NA	1	NA
ENSDARG00000052142	NA	1	NA
ENSDARG00000018968	NA	1	NA
ENSDARG00000033707	NA	1	NA
ENSDARG00000068246	NA	1	NA
ENSDARG00000101180	NA	1	NA
ENSDARG00000099653	NA	1	NA
ENSDARG00000103190	NA	1	NA
ENSDARG00000010957	NA	1	NA
ENSDARG00000053453	NA	1	NA
ENSDARG00000042418	NA	1	NA
ENSDARG00000010137	NA	1	NA
ENSDARG00000103158	NA	1	NA
ENSDARG00000059789	NA	1	NA
ENSDARG00000004721	NA	1	NA
ENSDARG00000006272	NA	1	NA
ENSDARG00000019579	NA	1	NA
ENSDARG00000034896	NA	1	NA
ENSDARG00000044422	NA	1	NA
ENSDARG00000103108	NA	1	NA
ENSDARG00000020298	NA	1	NA
ENSDARG00000017261	NA	1	NA
ENSDARG00000035282	NA	1	NA
ENSDARG00000012234	NA	1	NA
ENSDARG00000014796	NA	1	NA
ENSDARG00000018742	NA	1	NA
ENSDARG00000087911	NA	1	NA
ENSDARG00000008765	NA	1	NA
ENSDARG00000060001	NA	1	NA
ENSDARG00000030716	NA	1	NA
ENSDARG00000033683	NA	1	NA
ENSDARG00000087402	NA	1	NA
ENSDARG00000038159	NA	1	NA
ENSDARG00000007369	NA	1	NA
ENSDARG00000005162	NA	1	NA
ENSDARG00000076017	NA	1	NA
ENSDARG00000010784	NA	1	NA
ENSDARG00000032614	NA	1	NA
ENSDARG00000033901	NA	1	NA
ENSDARG00000045843	NA	1	NA
ENSDARG00000079158	NA	1	NA
ENSDARG00000078868	NA	1	NA
ENSDARG00000017653	NA	1	NA
ENSDARG00000100835	NA	1	NA
ENSDARG00000102059	NA	1	NA
ENSDARG00000077054	NA	1	NA
ENSDARG00000100359	NA	1	NA
ENSDARG00000057887	NA	1	NA
ENSDARG00000077256	NA	1	NA
ENSDARG00000067964	NA	1	NA
ENSDARG00000063001	NA	1	NA
ENSDARG00000114495	NA	1	NA
ENSDARG00000087469	NA	1	NA
ENSDARG00000086262	NA	1	NA
ENSDARG00000090041	NA	1	NA
ENSDARG00000086236	NA	1	NA
ENSDARG00000059507	NA	1	NA
ENSDARG00000077638	NA	1	NA
ENSDARG00000060012	NA	1	NA
ENSDARG00000026762	NA	1	NA
ENSDARG00000062359	NA	1	NA
ENSDARG00000101869	NA	1	NA
ENSDARG00000025974	NA	1	NA
ENSDARG00000056783	NA	1	NA
ENSDARG00000031046	NA	1	NA
ENSDARG00000087195	NA	1	NA
ENSDARG00000034893	NA	1	NA
ENSDARG00000108136	NA	1	NA
ENSDARG00000042642	NA	1	NA
ENSDARG00000037892	NA	1	NA
ENSDARG00000024195	NA	1	NA
ENSDARG00000060113	NA	1	NA
ENSDARG00000112310	NA	1	NA
ENSDARG00000089292	NA	1	NA
ENSDARG00000074759	NA	1	NA
ENSDARG00000055989	NA	1	NA
ENSDARG00000038881	NA	1	NA
ENSDARG00000099056	NA	1	NA
ENSDARG00000051824	NA	1	NA
ENSDARG00000058699	NA	1	NA
ENSDARG00000103840	NA	1	NA
ENSDARG00000036239	NA	1	NA
ENSDARG00000098315	NA	1	NA
ENSDARG00000101713	NA	1	NA
ENSDARG00000062396	NA	1	NA
ENSDARG00000007171	NA	1	NA
ENSDARG00000035508	NA	1	NA
ENSDARG00000019013	NA	1	NA
ENSDARG00000058221	NA	1	NA
ENSDARG00000102684	NA	1	NA
ENSDARG00000033489	NA	1	NA
ENSDARG00000029931	NA	1	NA
ENSDARG00000113295	NA	1	NA
ENSDARG00000079457	NA	1	NA
ENSDARG00000070787	NA	1	NA
ENSDARG00000059067	NA	1	NA
ENSDARG00000021149	NA	1	NA
ENSDARG00000101749	NA	1	NA
ENSDARG00000099873	NA	1	NA
ENSDARG00000102720	NA	1	NA
ENSDARG00000104829	NA	1	NA
ENSDARG00000074242	NA	1	NA
ENSDARG00000087421	NA	1	NA
ENSDARG00000103498	NA	1	NA
ENSDARG00000055539	NA	1	NA
ENSDARG00000076386	NA	1	NA
ENSDARG00000088293	NA	1	NA
ENSDARG00000062139	NA	1	NA
ENSDARG00000011801	NA	1	NA
ENSDARG00000001881	NA	1	NA
ENSDARG00000076030	NA	1	NA
ENSDARG00000073761	NA	1	NA
ENSDARG00000071152	NA	1	NA
ENSDARG00000042689	NA	1	NA
ENSDARG00000070470	NA	1	NA
ENSDARG00000101178	NA	1	NA
ENSDARG00000061498	NA	1	NA
ENSDARG00000094665	NA	1	NA
ENSDARG00000111496	NA	1	NA
ENSDARG00000112352	NA	1	NA
ENSDARG00000061890	NA	1	NA
ENSDARG00000103415	NA	1	NA
ENSDARG00000002385	NA	1	NA
ENSDARG00000103044	NA	1	NA
ENSDARG00000104549	NA	1	NA
ENSDARG00000102424	NA	1	NA
ENSDARG00000079438	NA	1	NA
ENSDARG00000051861	NA	1	NA
ENSDARG00000054793	NA	1	NA
ENSDARG00000045331	NA	1	NA
ENSDARG00000015627	NA	1	NA
ENSDARG00000003414	NA	1	NA
ENSDARG00000016584	NA	1	NA
ENSDARG00000096687	NA	1	NA
ENSDARG00000025301	NA	1	NA
ENSDARG00000051858	NA	1	NA
ENSDARG00000000767	NA	1	NA
ENSDARG00000056464	NA	1	NA
ENSDARG00000108683	NA	1	NA
ENSDARG00000103887	NA	1	NA
ENSDARG00000055632	NA	1	NA
ENSDARG00000067797	NA	1	NA
ENSDARG00000113364	NA	1	NA
ENSDARG00000055523	NA	1	NA
ENSDARG00000079751	NA	1	NA
ENSDARG00000078866	NA	1	NA
ENSDARG00000069603	NA	1	NA
ENSDARG00000098304	NA	1	NA
ENSDARG00000074669	NA	1	NA
ENSDARG00000115540	NA	1	NA
ENSDARG00000100197	NA	1	NA
ENSDARG00000010035	NA	1	NA
ENSDARG00000051962	NA	1	NA
ENSDARG00000013072	NA	1	NA
ENSDARG00000039863	NA	1	NA
ENSDARG00000098857	NA	1	NA
ENSDARG00000100913	NA	1	NA
ENSDARG00000030532	NA	1	NA
ENSDARG00000042126	NA	1	NA
ENSDARG00000070393	NA	1	NA
ENSDARG00000026325	NA	1	NA
ENSDARG00000016718	NA	1	NA
ENSDARG00000098753	NA	1	NA
ENSDARG00000055400	NA	1	NA
ENSDARG00000043457	NA	1	NA
ENSDARG00000077897	NA	1	NA
ENSDARG00000016477	NA	1	NA
ENSDARG00000076230	NA	1	NA
ENSDARG00000098752	NA	1	NA
ENSDARG00000102211	NA	1	NA
ENSDARG00000099515	NA	1	NA
ENSDARG00000055314	NA	1	NA
ENSDARG00000019838	NA	1	NA
ENSDARG00000102887	NA	1	NA
ENSDARG00000069003	NA	1	NA
ENSDARG00000113268	NA	1	NA
ENSDARG00000111091	NA	1	NA
ENSDARG00000016238	NA	1	NA
ENSDARG00000077044	NA	1	NA
ENSDARG00000037309	NA	1	NA
ENSDARG00000103435	NA	1	NA
ENSDARG00000040990	NA	1	NA
ENSDARG00000037679	NA	1	NA
ENSDARG00000024478	NA	1	NA
ENSDARG00000058117	NA	1	NA
ENSDARG00000020609	NA	1	NA
ENSDARG00000061895	NA	1	NA
ENSDARG00000074749	NA	1	NA
ENSDARG00000046087	NA	1	NA
ENSDARG00000022280	NA	1	NA
ENSDARG00000077316	NA	1	NA
ENSDARG00000112045	NA	1	NA
ENSDARG00000033307	NA	1	NA
ENSDARG00000018643	NA	1	NA
ENSDARG00000077860	NA	1	NA
ENSDARG00000069420	NA	1	NA
ENSDARG00000034871	NA	1	NA
ENSDARG00000019307	NA	1	NA
ENSDARG00000019614	NA	1	NA
ENSDARG00000078335	NA	1	NA
ENSDARG00000045343	NA	1	NA
ENSDARG00000090301	NA	1	NA
ENSDARG00000012016	NA	1	NA
ENSDARG00000070914	NA	1	NA
ENSDARG00000025013	NA	1	NA
ENSDARG00000078401	NA	1	NA
ENSDARG00000074979	NA	1	NA
ENSDARG00000071416	NA	1	NA
ENSDARG00000016364	NA	1	NA
ENSDARG00000092948	NA	1	NA
ENSDARG00000056654	NA	1	NA
ENSDARG00000092481	NA	1	NA
ENSDARG00000116003	NA	1	NA
ENSDARG00000025826	NA	1	NA
ENSDARG00000037619	NA	1	NA
ENSDARG00000115627	NA	1	NA
ENSDARG00000042899	NA	1	NA
ENSDARG00000019367	NA	1	NA
ENSDARG00000101449	NA	1	NA
ENSDARG00000078151	NA	1	NA
ENSDARG00000111980	NA	1	NA
ENSDARG00000004470	NA	1	NA
ENSDARG00000043608	NA	1	NA
ENSDARG00000005522	NA	1	NA
ENSDARG00000057610	NA	1	NA
ENSDARG00000105113	NA	1	NA
ENSDARG00000042690	NA	1	NA
ENSDARG00000078688	NA	1	NA
ENSDARG00000101814	NA	1	NA
ENSDARG00000076490	NA	1	NA
ENSDARG00000073753	NA	1	NA
ENSDARG00000100666	NA	1	NA
ENSDARG00000061108	NA	1	NA
ENSDARG00000006181	NA	1	NA
ENSDARG00000034293	NA	1	NA
ENSDARG00000033949	NA	1	NA
ENSDARG00000016897	NA	1	NA
ENSDARG00000029848	NA	1	NA
ENSDARG00000030490	NA	1	NA
ENSDARG00000010794	NA	1	NA
ENSDARG00000023903	NA	1	NA
ENSDARG00000058020	NA	1	NA
ENSDARG00000056427	NA	1	NA
ENSDARG00000024026	NA	1	NA
ENSDARG00000013705	NA	1	NA
ENSDARG00000036179	NA	1	NA
ENSDARG00000113935	NA	1	NA
ENSDARG00000034555	NA	1	NA
ENSDARG00000092671	NA	1	NA
ENSDARG00000103320	NA	1	NA
ENSDARG00000021808	NA	1	NA
ENSDARG00000012656	NA	1	NA
ENSDARG00000008703	NA	1	NA
ENSDARG00000068096	NA	1	NA
ENSDARG00000077785	NA	1	NA
ENSDARG00000000018	NA	1	NA
ENSDARG00000032552	NA	1	NA
ENSDARG00000011317	NA	1	NA
ENSDARG00000041173	NA	1	NA
ENSDARG00000028725	NA	1	NA
ENSDARG00000052388	NA	1	NA
ENSDARG00000040277	NA	1	NA
ENSDARG00000056642	NA	1	NA
ENSDARG00000058145	NA	1	NA
ENSDARG00000103868	NA	1	NA
ENSDARG00000070463	NA	1	NA
ENSDARG00000073883	NA	1	NA
ENSDARG00000087180	NA	1	NA
ENSDARG00000052535	NA	1	NA
ENSDARG00000010192	NA	1	NA
ENSDARG00000028348	NA	1	NA
ENSDARG00000059906	NA	1	NA
ENSDARG00000075468	NA	1	NA
ENSDARG00000098852	NA	1	NA
ENSDARG00000095826	NA	1	NA
ENSDARG00000053829	NA	1	NA
ENSDARG00000069476	NA	1	NA
ENSDARG00000070818	NA	1	NA
ENSDARG00000100398	NA	1	NA
ENSDARG00000062780	NA	1	NA
ENSDARG00000053279	NA	1	NA
ENSDARG00000086585	NA	1	NA
ENSDARG00000077818	NA	1	NA
ENSDARG00000057395	NA	1	NA
ENSDARG00000099727	NA	1	NA
ENSDARG00000074431	NA	1	NA
ENSDARG00000056036	NA	1	NA
ENSDARG00000001994	NA	1	NA
ENSDARG00000007603	NA	1	NA
ENSDARG00000019098	NA	1	NA
ENSDARG00000026070	NA	1	NA
ENSDARG00000028099	NA	1	NA
ENSDARG00000104555	NA	1	NA
ENSDARG00000105050	NA	1	NA
ENSDARG00000045139	NA	1	NA
ENSDARG00000006283	NA	1	NA
ENSDARG00000014113	NA	1	NA
ENSDARG00000042799	NA	1	NA
ENSDARG00000040474	NA	1	NA
ENSDARG00000004405	NA	1	NA
ENSDARG00000026926	NA	1	NA
ENSDARG00000019752	NA	1	NA
ENSDARG00000052648	NA	1	NA
ENSDARG00000046072	NA	1	NA
ENSDARG00000016691	NA	1	NA
ENSDARG00000005842	NA	1	NA
ENSDARG00000029890	NA	1	NA
ENSDARG00000016867	NA	1	NA
ENSDARG00000068602	NA	1	NA
ENSDARG00000054302	NA	1	NA
ENSDARG00000061195	NA	1	NA
ENSDARG00000078733	NA	1	NA
ENSDARG00000101096	NA	1	NA
ENSDARG00000099545	NA	1	NA
ENSDARG00000078087	NA	1	NA
ENSDARG00000040907	NA	1	NA
ENSDARG00000079296	NA	1	NA
ENSDARG00000068006	NA	1	NA
ENSDARG00000100826	NA	1	NA
ENSDARG00000053636	NA	1	NA
ENSDARG00000022418	NA	1	NA
ENSDARG00000002589	NA	1	NA
ENSDARG00000053254	NA	1	NA
ENSDARG00000020187	NA	1	NA
ENSDARG00000054137	NA	1	NA
ENSDARG00000074086	NA	1	NA
ENSDARG00000062515	NA	1	NA
ENSDARG00000076994	NA	1	NA
ENSDARG00000115982	NA	1	NA
ENSDARG00000107912	NA	1	NA
ENSDARG00000036912	NA	1	NA
ENSDARG00000087663	NA	1	NA
ENSDARG00000004328	NA	1	NA
ENSDARG00000016999	NA	1	NA
ENSDARG00000061057	NA	1	NA
ENSDARG00000007614	NA	1	NA
ENSDARG00000056307	NA	1	NA
ENSDARG00000039569	NA	1	NA
ENSDARG00000077643	NA	1	NA
ENSDARG00000056753	NA	1	NA
ENSDARG00000019743	NA	1	NA
ENSDARG00000101868	NA	1	NA
ENSDARG00000044975	NA	1	NA
ENSDARG00000022334	NA	1	NA
ENSDARG00000014356	NA	1	NA
ENSDARG00000044976	NA	1	NA
ENSDARG00000104953	NA	1	NA
ENSDARG00000062445	NA	1	NA
ENSDARG00000036094	NA	1	NA
ENSDARG00000043371	NA	1	NA
ENSDARG00000055893	NA	1	NA
ENSDARG00000091906	NA	1	NA
ENSDARG00000101481	NA	1	NA
ENSDARG00000011665	NA	1	NA
ENSDARG00000034470	NA	1	NA
ENSDARG00000073896	NA	1	NA
ENSDARG00000018077	NA	1	NA
ENSDARG00000038742	NA	1	NA
ENSDARG00000056509	NA	1	NA
ENSDARG00000043856	NA	1	NA
ENSDARG00000057741	NA	1	NA
ENSDARG00000098439	NA	1	NA
ENSDARG00000086215	NA	1	NA
ENSDARG00000036558	NA	1	NA
ENSDARG00000095901	NA	1	NA
ENSDARG00000007179	NA	1	NA
ENSDARG00000077134	NA	1	NA
ENSDARG00000095180	NA	1	NA
ENSDARG00000059587	NA	1	NA
ENSDARG00000034975	NA	1	NA
ENSDARG00000026862	NA	1	NA
ENSDARG00000079000	NA	1	NA
ENSDARG00000099306	NA	1	NA
ENSDARG00000009214	NA	1	NA
ENSDARG00000017174	NA	1	NA
ENSDARG00000079964	NA	1	NA
ENSDARG00000059600	NA	1	NA
ENSDARG00000068976	NA	1	NA
ENSDARG00000071560	NA	1	NA
ENSDARG00000011956	NA	1	NA
ENSDARG00000099761	NA	1	NA
ENSDARG00000100483	NA	1	NA
ENSDARG00000024109	NA	1	NA
ENSDARG00000090570	NA	1	NA
ENSDARG00000059534	NA	1	NA
ENSDARG00000102204	NA	1	NA
ENSDARG00000099365	NA	1	NA
ENSDARG00000100087	NA	1	NA
ENSDARG00000070794	NA	1	NA
ENSDARG00000060103	NA	1	NA
ENSDARG00000011615	NA	1	NA
ENSDARG00000016830	NA	1	NA
ENSDARG00000004018	NA	1	NA
ENSDARG00000011672	NA	1	NA
ENSDARG00000069090	NA	1	NA
ENSDARG00000058994	NA	1	NA
ENSDARG00000019213	NA	1	NA
ENSDARG00000079839	NA	1	NA
ENSDARG00000062204	NA	1	NA
ENSDARG00000020473	NA	1	NA
ENSDARG00000039429	NA	1	NA
ENSDARG00000095947	NA	1	NA
ENSDARG00000014083	NA	1	NA
ENSDARG00000062592	NA	1	NA
ENSDARG00000021891	NA	1	NA
ENSDARG00000052518	NA	1	NA
ENSDARG00000030630	NA	1	NA
ENSDARG00000035909	NA	1	NA
ENSDARG00000012204	NA	1	NA
ENSDARG00000100352	NA	1	NA
ENSDARG00000103811	NA	1	NA
ENSDARG00000106630	NA	1	NA
ENSDARG00000003925	NA	1	NA
ENSDARG00000070362	NA	1	NA
ENSDARG00000075854	NA	1	NA
ENSDARG00000074016	NA	1	NA
ENSDARG00000104629	NA	1	NA
ENSDARG00000060246	NA	1	NA
ENSDARG00000102793	NA	1	NA
ENSDARG00000103971	NA	1	NA
ENSDARG00000038139	NA	1	NA
ENSDARG00000086778	NA	1	NA
ENSDARG00000098578	NA	1	NA
ENSDARG00000110069	NA	1	NA
ENSDARG00000109371	NA	1	NA
ENSDARG00000038278	NA	1	NA
ENSDARG00000088881	NA	1	NA
ENSDARG00000051761	NA	1	NA
ENSDARG00000005690	NA	1	NA
ENSDARG00000024708	NA	1	NA
ENSDARG00000069701	NA	1	NA
ENSDARG00000111069	NA	1	NA
ENSDARG00000073935	NA	1	NA
ENSDARG00000061789	NA	1	NA
ENSDARG00000076371	NA	1	NA
ENSDARG00000076416	NA	1	NA
ENSDARG00000090063	NA	1	NA
ENSDARG00000063144	NA	1	NA
ENSDARG00000062462	NA	1	NA
ENSDARG00000017173	NA	1	NA
ENSDARG00000011879	NA	1	NA
ENSDARG00000020046	NA	1	NA
ENSDARG00000076473	NA	1	NA
ENSDARG00000038467	NA	1	NA
ENSDARG00000042677	NA	1	NA
ENSDARG00000031075	NA	1	NA
ENSDARG00000077002	NA	1	NA
ENSDARG00000059298	NA	1	NA
ENSDARG00000073728	NA	1	NA
ENSDARG00000102975	NA	1	NA
ENSDARG00000099749	NA	1	NA
ENSDARG00000096635	NA	1	NA
ENSDARG00000043475	NA	1	NA
ENSDARG00000002353	NA	1	NA
ENSDARG00000078280	NA	1	NA
ENSDARG00000006840	NA	1	NA
ENSDARG00000061602	NA	1	NA
ENSDARG00000039521	NA	1	NA
ENSDARG00000038576	NA	1	NA
ENSDARG00000041414	NA	1	NA
ENSDARG00000057719	NA	1	NA
ENSDARG00000089860	NA	1	NA
ENSDARG00000097683	NA	1	NA
ENSDARG00000090883	NA	1	NA
